INAME,CPARTNO,CDRGNO,ICODE,IQTYIN,NAME,STAGE,VCHNUM,VCHDATE,ENT_BY,TYPE,ENT_DT,WOLINK,,
SIDE DUCT 44 INCH FEEDER,45217-270-044,-,91220027,2,PDI-FGS,69,000015,13/07/2023,JASWAL,50,09/11/2023,-,,
SIDE DUCT 56 INCH FEEDER,45217-270-056,-,91220034,2,PDI-FGS,69,000015,13/07/2023,JASWAL,50,09/11/2023,-,,
FG_SIDE HOUSING 1 TRIPPLE STACK VE_DB72613CMCGAGX,DB72613CMCGAGX,-,90200301,4,PDI-FGS,69,000015,13/07/2023,JASWAL,50,09/11/2023,-,,
FG_TOP HOUSING 1 (TRIPPLE STACK) VE_DB72616CMCGAGX,DB72616CMCGAGX,-,90200304,2,PDI-FGS,69,000015,13/07/2023,JASWAL,50,09/11/2023,-,,
FG-  SIDE DUCT FEEDER 120 INCH RAL 9003,45217-270-120-E,-,91223237,72,PDI-FGS,69,000015,13/07/2023,JASWAL,50,09/11/2023,,,
DUCT BOTTOM 21 INCH FEEDER 2000A,45217-032-08-21,-,91221090,1,PDI-FGS,69,000015,13/07/2023,JASWAL,50,09/11/2023,-,,
FG_FD SIDE HOUSING 630A 3P4W+50%E 0.5M_DB72112ABC050X,DB72112ABC050X,-,90200430,16,PDI-FGS,69,000015,13/07/2023,JASWAL,50,09/11/2023,-,,
SIDE DUCT 37 INCH FEEDER,45217-270-037,-,91220050,2,PDI-FGS,69,000015,13/07/2023,JASWAL,50,09/11/2023,-,,
FG_TOP HOUSING 2 (TRIPPLE STACK) VE_DB72620CMCGAGX,DB72620CMCGAGX,-,90200308,2,PDI-FGS,69,000015,13/07/2023,JASWAL,50,09/11/2023,-,,
FD_T/B HOUSING_ DB72111AXC120X_ L950 _FAB,DB72111AXC120X,-,90210340,16,PDI-FGS,69,000015,13/07/2023,JASWAL,50,09/11/2023,-,,
FG_TOP HOUSING 1 (TRIPPLE STACK) VE_DB72618CMCGAGX,DB72618CMCGAGX,-,90200306,2,PDI-FGS,69,000015,13/07/2023,JASWAL,50,09/11/2023,-,,
FG-   FD SH 2000A 3P4W 3M,DB72112AGC300X,-,90010042,2,PDI-FGS,69,000015,13/07/2023,JASWAL,50,09/11/2023,-,,
FG-DUCT BOTTOM 120 INCH FDR 2500A RAL 9003_45217-037-01-E,45217-037-01-E,-,91223608,36,PDI-FGS,69,000015,13/07/2023,JASWAL,50,09/11/2023,,,
DUCT TOP 37 INCH FEEDER 1600A,45217-017-17-37,-,91220791,1,PDI-FGS,69,000015,13/07/2023,JASWAL,50,09/11/2023,-,,
BUSWAYSIDE_45217-270-05,45217-270-05.,-,91222707,76,PDI-FGS,69,000015,13/07/2023,JASWAL,50,09/11/2023,-,,
FG_SIDE HOUSING FE_DB72102MBC025A,DB72102MBC025A,-,90200434,16,PDI-FGS,69,000015,13/07/2023,JASWAL,50,09/11/2023,-,,
FG_SIDE HOUSING FE_DB72102MAC050A,DB72102MAC050A,-,90200433,4,PDI-FGS,69,000015,13/07/2023,JASWAL,50,09/11/2023,-,,
T-D-P 2500A 10FT3HUMP P135 RAL9003,76300-407-135-01E,-,91223595,12,PDI-FGS,69,000015,13/07/2023,JASWAL,50,09/11/2023,,,
FG_SIDE HOUSING 1 TRIPPLE STACK VE_DB72614CMCGAGX,DB72614CMCGAGX,-,90200302,4,PDI-FGS,69,000015,13/07/2023,JASWAL,50,09/11/2023,-,,
SIDE DUCT 10FT 3HUMP P135RAL9003,76300-142-135-E,-,91223594,24,PDI-FGS,69,000015,13/07/2023,JASWAL,50,09/11/2023,,,
DUCT BOTTOM 22 INCH FEEDER 1600A,45217-032-06-22,-,91220881,1,PDI-FGS,69,000015,13/07/2023,JASWAL,50,09/11/2023,-,,
FG_TOP HOUSING 2 (TRIPPLE STACK) VE_DB72621CMCGAGX,DB72621CMCGAGX,-,90200309,2,PDI-FGS,69,000015,13/07/2023,JASWAL,50,09/11/2023,-,,
FG-  SUPPORT PLATE 630A 3P4W 110P,DB72003XBCXXXA,-,90210575,10,PDI-FGS,69,000015,13/07/2023,JASWAL,50,09/11/2023,-,,
DUCT TOP 44 INCH FEEDER 2000A,45217-017-19-44,-,91221008,1,PDI-FGS,69,000015,13/07/2023,JASWAL,50,09/11/2023,-,,
DBL RUN FDR 4P DUCT TOP 10FT 2500A AL_45217-044-07,45217-044-07.,-,91222708,38,PDI-FGS,69,000015,13/07/2023,JASWAL,50,09/11/2023,-,,
SIDE DUCT 22 INCH FEEDER,45217-270-022,-,91220009,2,PDI-FGS,69,000015,13/07/2023,JASWAL,50,09/11/2023,-,,
FG-   FLANGE SUPPORT,DB72004XXXXXXX,-,90010045,24,PDI-FGS,69,000015,13/07/2023,JASWAL,50,09/11/2023,-,,
FE_T/B HOUSING DB72101MXC050X _L375_FAB,DB72101MXC050X,-,90210376,8,PDI-FGS,69,000015,13/07/2023,JASWAL,50,09/11/2023,-,,
DUCT BOTTOM 56 INCH FEEDER 1600A,45217-032-06-56,-,91220915,1,PDI-FGS,69,000015,13/07/2023,JASWAL,50,09/11/2023,-,,
FG_SIDE HOUSING 1 TRIPPLE STACK VE_DB72615CMCGAGX,DB72615CMCGAGX,-,90200303,4,PDI-FGS,69,000015,13/07/2023,JASWAL,50,09/11/2023,-,,
FG_TOP HOUSING 1 (TRIPPLE STACK) VE_DB72617CMCGAGX,DB72617CMCGAGX,-,90200305,2,PDI-FGS,69,000015,13/07/2023,JASWAL,50,09/11/2023,-,,
DUCT BOTTOM 69 INCH FEEDER 2000A,45217-032-08-69,-,91221138,1,PDI-FGS,69,000015,13/07/2023,JASWAL,50,09/11/2023,-,,
FG-  HE_SIDE HOUSING 2_ DB72124BGCWAWX _L160X160_,DB72124BGCWAWX,-,90210945,3,PDI-FGS,69,000015,13/07/2023,JASWAL,50,09/11/2023,-,,
FG_TOP HOUSING 2 (TRIPPLE STACK) VE_DB72619CMCGAGX,DB72619CMCGAGX,-,90200307,2,PDI-FGS,69,000015,13/07/2023,JASWAL,50,09/11/2023,-,,
FG_SIDE HOUSING ASSLY PIF_DB92201PCC3003,DB92201PCC3003,-,90200399,8,PDI-FGS,69,000014,12/07/2023,JASWAL,50,13/07/2023,-,,
FG_SIDE HOUSING ASSLY PIF_DB92201PEC3003,DB92201PEC3003,-,90200403,4,PDI-FGS,69,000014,12/07/2023,JASWAL,50,13/07/2023,-,,
FG_TOP HOUSING PIF_DB72221PXC160X,DB72221PXC160X,-,90200395,1,PDI-FGS,69,000014,12/07/2023,JASWAL,50,13/07/2023,-,,
FG_TOP HOUSING 1 PIF-1_DB72221PXC1201,DB72221PXC1201,-,90200390,1,PDI-FGS,69,000014,12/07/2023,JASWAL,50,13/07/2023,-,,
FG-SUPPORT FOR FLATWISE HANGER 32,45217-398-03-N,-,91222746,36,PDI-FGS,69,000014,12/07/2023,JASWAL,50,13/07/2023,,,
FG_PIF SH ASY 1250A 3P4W 1.6M 1P_DB92201PEC1601,DB92201PEC1601,-,90200401,2,PDI-FGS,69,000014,12/07/2023,JASWAL,50,13/07/2023,-,,
BUSWAYSIDE_45217-270-05,45217-270-05.,-,91222707,40,PDI-FGS,69,000014,12/07/2023,JASWAL,50,13/07/2023,,,
FG_PIF TH 3P4W 1.6M 1P_DB72221PXC1601,DB72221PXC1601,-,90200394,1,PDI-FGS,69,000014,12/07/2023,JASWAL,50,13/07/2023,-,,
FG_TOP HOUSING -1 PIF_DB72221PXC3003,DB72221PXC3003,-,90200396,6,PDI-FGS,69,000014,12/07/2023,JASWAL,50,13/07/2023,-,,
FG_PIF SH ASY 1250A 3P4W 1.45M 1P_DB92201PEC1451,DB92201PEC1451,-,90200400,2,PDI-FGS,69,000014,12/07/2023,JASWAL,50,13/07/2023,-,,
FG_TOP HOUSING 2 PIF-1_DB72221PXC120X,DB72221PXC120X,-,90200391,1,PDI-FGS,69,000014,12/07/2023,JASWAL,50,13/07/2023,-,,
PIF+G_T/H _ DB72221PXC3002 _L2750_FAB.,DB72221PXC3002,-,90210489,29,PDI-FGS,69,000014,12/07/2023,JASWAL,50,13/07/2023,-,,
FG-EDGEWISE HANGER SLING 1000A,45216-137-41-N,-,91222743,17,PDI-FGS,69,000014,12/07/2023,JASWAL,50,13/07/2023,,,
FG_SIDE HOUSING ASSLY PIF_DB92201PCC3002,DB92201PCC3002,-,90200398,42,PDI-FGS,69,000014,12/07/2023,JASWAL,50,13/07/2023,-,,
FG_SIDE HOUSING ASSLY PIF_DB92201PEC3002,DB92201PEC3002,-,90200402,16,PDI-FGS,69,000014,12/07/2023,JASWAL,50,13/07/2023,-,,
DBL RUN FDR 4P DUCT TOP 10FT 2500A AL_45217-044-07,45217-044-07.,-,91222708,20,PDI-FGS,69,000014,12/07/2023,JASWAL,50,13/07/2023,,,
PIF+G_T/H _ DB72221PXC300X _L2750_FAB.,DB72221PXC300X,-,90210490,35,PDI-FGS,69,000014,12/07/2023,JASWAL,50,13/07/2023,-,,
DBL RUN FDR BOTTOM 10FT 2500A AL_45217-037-03,45217-037-03.,-,91222709,20,PDI-FGS,69,000014,12/07/2023,JASWAL,50,13/07/2023,,,
FG_SIDE HOUSING ASSLY PIF_DB92201PCC1201,DB92201PCC1201,-,90200397,2,PDI-FGS,69,000014,12/07/2023,JASWAL,50,13/07/2023,-,,
SPRING HANGER BODY_45216-794-01-N,45216-794-01-N,-,91222728,115,PDI-FGS,69,000014,12/07/2023,JASWAL,50,13/07/2023,,,
FG_TOP HOUSING PIF_DB72221PXC145X,DB72221PXC145X,-,90200393,1,PDI-FGS,69,000014,12/07/2023,JASWAL,50,13/07/2023,-,,
FG_TOP HOUSING PIF_DB72221PXC1451,DB72221PXC1451,-,90200392,1,PDI-FGS,69,000014,12/07/2023,JASWAL,50,13/07/2023,-,,
SIDE DUCT 38 INCH FEEDER,45217-270-038,-,91220021,4,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
DUCT BOTTOM 6 FEET FEEDER 4000A,45217-048-04-72,-,91221771,1,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
SIDE DUCT 39 INCH FEEDER,45217-270-039,-,91220022,4,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
DBL RUN FDR BOTTOM 10FT 2500A AL_45217-037-03,45217-037-03.,-,91222709,1,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
DUCT TOP 28 INCH FEEDER 4000A,45217-027-08-28,-,91221622,2,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
DUCT TOP 27 INCH FEEDER 3200A,45217-044-07-27,-,91221411,1,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
DUCT TOP 41 INCH FEEDER 4000A,45217-027-08-41,-,91221635,1,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
DUCT BOTTOM 28 INCH FEEDER 4000A,45217-048-04-28,-,91221727,2,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
DUCT BOTTOM 45 INCH FEEDER 4000A,45217-048-04-45,-,91221744,2,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
DUCT BOTTOM 16 INCH FEEDER 4000A,45217-048-04-16,-,91221715,2,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
DUCT TOP 39 INCH FEEDER 4000A,45217-027-08-39,-,91221633,2,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
DUCT TOP 86 INCH FEEDER 4000A,45217-027-08-86,-,91221680,1,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
SIDE DUCT 43 INCH FEEDER,45217-270-043,-,91220026,2,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
DUCT TOP 45 INCH FEEDER 3200A,45217-044-07-45,-,91221429,2,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
BUSWAYSIDE_45217-270-05,45217-270-05.,-,91222707,10,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
DUCT TOP 19 INCH FEEDER 3200A,45217-044-07-19,-,91221403,1,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
DUCT BOTTOM 98 INCH FEEDER 4000A,45217-048-04-98,-,91221797,1,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
DUCT TOP 58 INCH FEEDER 3200A,45217-044-07-58,-,91221442,1,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
FEED SIDE 6_45217-270-03,45217-270-03.,-,91222706,8,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
SIDE DUCT 2 FEET FEEDER,45217-270-002,-,91220004,4,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
SIDE DUCT 47 INCH FEEDER,45217-270-047,-,91220029,2,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
DUCT BOTTOM 45 INCH FEEDER 3200A,45217-037-03-45,-,91221534,2,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
DUCT TOP 96 INCH FEEDER 3200A,45217-044-07-96,-,91221480,1,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
DUCT BOTTOM 51 INCH FEEDER 3200A,45217-037-03-51,-,91221540,1,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
DUCT TOP 22 INCH FEEDER 4000A,45217-027-08-22,-,91221616,1,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
DUCT BOTTOM 19 INCH FEEDER 3200A,45217-037-03-19,-,91221508,1,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
DUCT BOTTOM 43 INCH FEEDER 3200A,45217-037-03-43,-,91221532,1,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
DUCT BOTTOM 4 FEET FEEDER 3200A,45217-037-03-48,-,91221537,2,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
SIDE DUCT 27 INCH FEEDER,45217-270-027,-,91220049,2,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
DUCT TOP 98 INCH FEEDER 4000A,45217-027-08-98,-,91221692,1,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
SIDE DUCT 22 INCH FEEDER,45217-270-022,-,91220009,2,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
DUCT BOTTOM 3 FEET FEEDER 3200A,45217-037-03-36,-,91221525,1,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
SIDE DUCT 26 INCH FEEDER,45217-270-026,-,91220012,2,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
DUCT BOTTOM 39 INCH FEEDER 4000A,45217-048-04-39,-,91221738,2,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
DUCT TOP 51 INCH FEEDER 3200A,45217-044-07-51,-,91221435,1,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
DUCT TOP 10 FEET FEEDER 4000A,45217-027-08,-,91221609,4,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
DUCT TOP 45 INCH FEEDER 4000A,45217-027-08-45,-,91221639,2,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
DUCT TOP 97 INCH FEEDER 4000A,45217-027-08-97,-,91221691,1,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
DUCT TOP 47 INCH FEEDER 4000A,45217-027-08-47,-,91221641,1,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
SIDE DUCT 58 INCH FEEDER,45217-270-058,-,91220054,2,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
DUCT TOP 26 INCH FEEDER 4000A,45217-027-08-26,-,91221620,1,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
DUCT BOTTOM 86 INCH FEEDER 4000A,45217-048-04-86,-,91221785,1,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
DUCT TOP 6 FEET FEEDER 4000A,45217-027-08-72,-,91221666,1,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
SIDE DUCT 86 INCH FEEDER,45217-270-086,-,91220069,2,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
DUCT BOTTOM 22 INCH FEEDER 4000A,45217-048-04-22,-,91221721,1,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
DUCT BOTTOM 26 INCH FEEDER 4000A,45217-048-04-26,-,91221725,1,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
DUCT BOTTOM 97 INCH FEEDER 4000A,45217-048-04-97,-,91221796,1,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
SIDE DUCT 97 INCH FEEDER,SIDE DUCT 97 INCH FEEDER_45217-270-097,-,91220138,2,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
DUCT BOTTOM 10 FEET FEEDER 4000A,45217-048-04,-,91221714,4,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
SIDE DUCT 28 INCH FEEDER,45217-270-028,-,91220001,4,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
DUCT BOTTOM 58 INCH FEEDER 3200A,45217-037-03-58,-,91221547,1,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
DUCT TOP 96 INCH FEEDER 4000A,45217-027-08-96,-,91221690,1,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
DUCT BOTTOM 4 FEET FEEDER 4000A,45217-048-04-48,-,91221747,2,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
DUCT BOTTOM 96 INCH FEEDER 3200A,45217-037-03-96,-,91221585,1,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
DUCT BOTTOM 96 INCH FEEDER 4000A,45217-048-04-96,-,91221795,1,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
DUCT BOTTOM 41 INCH FEEDER 4000A,45217-048-04-41,-,91221740,1,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
DUCT BOTTOM 6 FEET FEEDER 3200A,45217-037-03-72,-,91221561,3,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
DBL RUN FDR 4P DUCT TOP 10FT 2500A AL_45217-044-07,45217-044-07.,-,91222708,1,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
DUCT TOP 3 FEET FEEDER 3200A,45217-044-07-36,-,91221420,1,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
SIDE DUCT 98 INCH FEEDER,45217-270-098,-,91220079,2,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
DUCT TOP 43 INCH FEEDER 3200A,45217-044-07-43,-,91221427,1,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
SIDE DUCT 45 INCH FEEDER,45217-270-045,-,91220028,8,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
DUCT TOP 4 FEET FEEDER 3200A,45217-044-07-48,-,91221432,2,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
SIDE DUCT 3 FEET FEEDER,45217-270-036,-,91220020,2,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
SIDE DUCT 51 INCH FEEDER,45217-270-051,-,91220032,2,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
SIDE DUCT 16 INCH FEEDER,45217-270-016,-,91220006,6,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
DUCT TOP 2 FEET FEEDER 4000A,45217-027-08-24,-,91221618,2,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
SIDE DUCT 19 INCH FEEDER,45217-270-019,-,91220003,2,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
DUCT BOTTOM 16 INCH FEEDER 3200A,45217-037-03-16,-,91221505,1,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
DUCT BOTTOM 47 INCH FEEDER 4000A,45217-048-04-47,-,91221746,1,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
DUCT TOP 4 FEET FEEDER 4000A,45217-027-08-48,-,91221642,2,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
DUCT BOTTOM 27 INCH FEEDER 3200A,45217-037-03-27,-,91221516,1,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
DUCT TOP 38 INCH FEEDER 4000A,45217-027-08-38,-,91221632,2,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
DUCT TOP 16 INCH FEEDER 4000A,45217-027-08-16,-,91221610,2,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
SIDE DUCT 8 FEET FEEDER,45217-270-007,-,91220005,4,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
SIDE DUCT 41 INCH FEEDER,45217-270-041,-,91220024,2,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
DUCT TOP 6 FEET FEEDER 3200A,45217-044-07-72,-,91221456,3,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
DUCT BOTTOM 38 INCH FEEDER 4000A,45217-048-04-38,-,91221737,2,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
DUCT BOTTOM 2 FEET FEEDER 4000A,45217-048-04-24,-,91221723,2,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
DUCT TOP 16 INCH FEEDER 3200A,45217-044-07-16,-,91221400,1,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
SIDE DUCT 4 INCH FEEDER,45217-270-06,-,91222703,8,PDI-FGS,69,000013,11/07/2023,JASWAL,50,11/07/2023,,,
SIDE DUCT  10FT 1HUMP P001,76300-140-001,-,91220102,1,PDI-FGS,69,000012,10/07/2023,JASWAL,50,10/07/2023,-,,
TOP DUCT RISER 800A 10FT 1HUMP P003,76300-403-R-003-01,-,91222139,13,PDI-FGS,69,000012,10/07/2023,JASWAL,50,10/07/2023,-,,
BOT DUCT 1600A 10FT 1HUMP P003,76300-406-003-06,-,91222473,1,PDI-FGS,69,000012,10/07/2023,JASWAL,50,10/07/2023,-,,
BOT DUCT  800A 6FT 1HUMP P001,76300-422-001-01,-,91222626,1,PDI-FGS,69,000012,10/07/2023,JASWAL,50,10/07/2023,-,,
TOP DUCT RISER 800A 10FT 1HUMP P004,76300-403-R-004-01,-,91222144,9,PDI-FGS,69,000012,10/07/2023,JASWAL,50,10/07/2023,-,,
SIDE DICT FOR RISER 10FT W/O SLOT,45217-270-05-R,-,91220098,29,PDI-FGS,69,000012,10/07/2023,JASWAL,50,10/07/2023,-,,
TOP DUCT RISER1600A 10FT 1HUMP P001,76300-403-R-001-06,-,91222131,1,PDI-FGS,69,000012,10/07/2023,JASWAL,50,10/07/2023,-,,
SIDE DICT FOR RISER 6FT W/O SLOT,45217-270-03-R,-,91220095,1,PDI-FGS,69,000012,10/07/2023,JASWAL,50,10/07/2023,-,,
DUCT TOP 4 FEET FEEDER 800A,45217-017-12-48,-,91220172,1,PDI-FGS,69,000012,10/07/2023,JASWAL,50,10/07/2023,-,,
BOT DUCT  800A 10FT 2HUMP P015,76300-405-015-01,-,91222446,1,PDI-FGS,69,000012,10/07/2023,JASWAL,50,10/07/2023,-,,
BOT DUCT 1600A 10FT 1HUMP P001 P005,76300-406-001-06,-,91222463,1,PDI-FGS,69,000012,10/07/2023,JASWAL,50,10/07/2023,-,,
TOP DUCT RISER 800A 10FT 2HUMP P015,76300-402-R-015-01,-,91222094,1,PDI-FGS,69,000012,10/07/2023,JASWAL,50,10/07/2023,-,,
BOT DUCT  800A 10FT 1HUMP P001 P005,76300-406-001-01,-,91222461,1,PDI-FGS,69,000012,10/07/2023,JASWAL,50,10/07/2023,-,,
SIDE DUCT  10FT 2HUMP P015,76300-141-015,-,91220117,2,PDI-FGS,69,000012,10/07/2023,JASWAL,50,10/07/2023,-,,
TOP DUCT RISER 800A 6FT 1HUMP P001,76300-420-R-001-01,-,91222269,1,PDI-FGS,69,000012,10/07/2023,JASWAL,50,10/07/2023,-,,
TOP DUCT RISER 800A 10FT 1HUMP P005,76300-403-R-005-01,-,91222149,1,PDI-FGS,69,000012,10/07/2023,JASWAL,50,10/07/2023,-,,
TOP DUCT RISER 800A 10FT 1HUMP P002,76300-403-R-002-01,-,91222134,1,PDI-FGS,69,000012,10/07/2023,JASWAL,50,10/07/2023,-,,
SIDE DUCT 4FT 1HUMP P002,76300-145-002,-,91220111,1,PDI-FGS,69,000012,10/07/2023,JASWAL,50,10/07/2023,-,,
BOT DUCT  800A 10FT 1HUMP P002 P004,76300-406-002-01,-,91222466,10,PDI-FGS,69,000012,10/07/2023,JASWAL,50,10/07/2023,-,,
TOP DUCT RISER1600A 10FT 2HUMP P015,76300-402-R-015-06,-,91222096,1,PDI-FGS,69,000012,10/07/2023,JASWAL,50,10/07/2023,-,,
TOP DUCT RISER1600A 10FT 1HUMP P003,76300-403-R-003-06,-,91222141,1,PDI-FGS,69,000012,10/07/2023,JASWAL,50,10/07/2023,-,,
SIDE DUCT  10FT 1HUMP P002,76300-140-002,-,91220114,2,PDI-FGS,69,000012,10/07/2023,JASWAL,50,10/07/2023,-,,
SIDE DUCT 6FT 1HUMP P001,76300-143-001,-,91220108,1,PDI-FGS,69,000012,10/07/2023,JASWAL,50,10/07/2023,-,,
BOT DUCT 1600A 10FT 1HUMP P002 P004,76300-406-002-06,-,91222468,1,PDI-FGS,69,000012,10/07/2023,JASWAL,50,10/07/2023,-,,
SIDE DUCT  10FT 1HUMP P004,76300-140-004,-,91220116,9,PDI-FGS,69,000012,10/07/2023,JASWAL,50,10/07/2023,-,,
BOT DUCT 1600A 10FT 2HUMP P015,76300-405-015-06,-,91222448,1,PDI-FGS,69,000012,10/07/2023,JASWAL,50,10/07/2023,-,,
SCHBOT DUCT  800A 4FT 1HUMP P001 P002,76300-432-001-01,-,91222673,1,PDI-FGS,69,000012,10/07/2023,JASWAL,50,10/07/2023,-,,
TOP DUCT RISER1600A 10FT 1HUMP P002,76300-403-R-002-06,-,91222136,1,PDI-FGS,69,000012,10/07/2023,JASWAL,50,10/07/2023,-,,
BOT DUCT  800A 10FT 1HUMP P003,76300-406-003-01,-,91222471,13,PDI-FGS,69,000012,10/07/2023,JASWAL,50,10/07/2023,-,,
SIDE DUCT 4 INCH FEEDER,45217-270-06,-,91222703,2,PDI-FGS,69,000012,10/07/2023,JASWAL,50,10/07/2023,-,,
SIDE DUCT  10FT 1HUMP P005,76300-140-005,-,91220103,1,PDI-FGS,69,000012,10/07/2023,JASWAL,50,10/07/2023,-,,
SIDE DUCT  10FT 1HUMP P003,76300-140-003,-,91220115,14,PDI-FGS,69,000012,10/07/2023,JASWAL,50,10/07/2023,-,,
DUCT TOP 37 INCH FEEDER 3200A,45217-044-07-37,-,91221421,1,PDI-FGS,69,000012,10/07/2023,JASWAL,50,10/07/2023,,,
TOP DUCT RISER 800A 4FT 1HUMP P002,76300-431-R-002-01,-,91222313,1,PDI-FGS,69,000012,10/07/2023,JASWAL,50,10/07/2023,-,,
